0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0.18588445500607184,0.0016152787953154437,0.02797556030462829,0.014751659742686643,0.0015267775633033193,0.013932379881618757,0.0015305821234458342,0.006252936993828493,0.0037887492613699067,0.0021715214290376813,0.003852478887922802,0.0016357428055366544,0.0007931749882383541,0.0005538146463444475,0.0006895762162254347,0.001386883386936287,0.0006941802260880207,0.001746723850340551,0.0011520155489301203
0.08479534635945281,0.024685110407183002,0.08820342628622027,0.1154049293618524,0.011993915914038651,0.01623011338172899,0.015140775111465575,0.00543814402525004,0.00904583485503058,0.041435080727625695,0.006734952099754864,0.004883808101491227,0.008008957079230303,0.0027750969264412634,0.0016608757943467863,0.002068282585206772,0.015434912038186558,0.0015113191996216468,0.006833838654302372
0.08819580335853461,0.035961441928918675,0.07938626903888464,0.06374901319685165,0.026281175808531433,0.01396249780864953,0.17282355097860835,0.0060302643068306195,0.009631424734507291,0.01628963733025305,0.006884651973722011,0.0061786683645312784,0.006399958796674909,0.0036313656793268826,0.0019836937106198446,0.0021825233243745385,0.010885882277775509,0.0016721826704321524,0.004268329846748169
4.409583821067219e-306,1.0,4.7469371632112795e-306,4.382001452809918e-306,7.161098532124615e-307,7.794410318291512e-307,1.1861687823099889e-306,2.961378882555378e-307,5.087481443404543e-307,9.154880488527438e-307,3.65571666465727e-307,2.5887982647860285e-307,5.346173011714813e-307,1.6603026255827394e-307,8.672806193525032e-308,1.1439425874635865e-307,8.502964149391794e-307,8.186994750611146e-308,2.884165451284128e-307
0.5018087852941967,0.006358306900354979,0.10248463284467298,0.0587551274219565,0.006156997349133643,0.06886196645660152,0.006120976206218347,0.017145360865740044,0.01324701408689191,0.009016776370766985,0.012907005719556795,0.00585651814013715,0.0030969830106045825,0.002096870233883294,0.0023953052579471262,0.004530319583512533,0.0028090152133858773,0.0054533585579558804,0.0046796829086391545
0.2890852652084187,0.004236253022337104,0.07296077993938635,0.0398737013027001,0.0039791809100606,0.05687971760120578,0.003982337613212549,0.011472963979599227,0.009353580424361036,0.005967165635981678,0.0092034793564903,0.0038013196527057363,0.0021621038750096076,0.0013828447493468244,0.0015762334578976814,0.003190313676118885,0.0019017413852833811,0.0033990342518322144,0.003340158604210025
3.0256052540699376e-306,1.1164853285339118e-306,2.65387869591646e-306,2.164881955431057e-306,1.0128709136944493e-306,4.762751065672017e-307,1.0,2.063286299998053e-307,3.2396980492556244e-307,5.733187276116832e-307,2.3266691060780314e-307,2.0775982357694645e-307,2.0810920845520817e-307,1.1968189504473899e-307,6.695177621539026e-308,7.397266273377774e-308,3.771980128840007e-307,5.753339490583482e-308,1.433505615941545e-307
8.6388323355225e-306,3.478764480375683e-307,7.535732007615047e-306,3.8462588270316874e-306,3.0015393239256568e-307,1.0,3.1698639593530494e-307,4.7612280875707986e-307,7.595966615789326e-307,4.773210535901929e-307,7.126850754823532e-307,2.9794537432738387e-307,1.9007434003597283e-307,1.198943926706144e-307,1.1882457800325858e-307,2.2144329498247435e-307,1.5457588495191716e-307,1.2680499526765866e-307,4.2687916974119735e-307
0.6961003031374248,0.008707952770289492,0.08869481266554173,0.06980753047660923,0.010342571402549981,0.028215172492416493,0.00942611343706504,0.016937078638032167,0.012005180158324111,0.013355429362235091,0.01033319439186879,0.007191505691356936,0.0033193625843682874,0.0026292837529301744,0.0027101304698068695,0.0036816011802286927,0.0037275814515669295,0.008647937545729175,0.0041672583916562205
0.21966407221052403,0.01281524998556833,0.17030780181648558,0.3809258076127199,0.011743058479489803,0.07607208653761005,0.012225437307173176,0.01197321965962728,0.01744379246101572,0.019989732596447977,0.01494748675504334,0.008752587186429347,0.006296923132284704,0.003843606949931759,0.003302284209168812,0.005002290101187513,0.006157959652932435,0.0035365423814787116,0.015000060964881663
